58482.jpg,-71.26042,-3.4246855,4
54373.jpg,36.62661,-16.385628,3
81580.jpg,-2.5587358,-17.65633,1
23601.jpg,-9.691503,67.70997,2
20641.jpg,-51.362793,-30.942028,4
88096.jpg,29.033041,29.754284,0
17325.jpg,10.221331,-74.209015,3
51909.jpg,-22.853937,-29.957802,1
32469.jpg,29.242313,-39.20968,3
57268.jpg,-5.485959,-39.748955,1
34906.jpg,-62.6067,32.419346,2
30059.jpg,-60.840855,4.4575486,4
53348.jpg,-9.31358,16.44977,0
86373.jpg,-38.492844,62.511597,2
88583.jpg,40.256943,-61.25057,3
81722.jpg,-34.8494,3.5807316,4
87639.jpg,26.670126,25.893566,0
99478.jpg,12.077468,-33.356472,1
85977.jpg,35.95948,-30.945059,3
91756.jpg,25.524755,-10.473412,1
32649.jpg,-4.7842264,-55.25785,3
66317.jpg,31.511036,63.074036,2
92527.jpg,9.594252,31.69864,4
54730.jpg,14.293821,-75.4793,3
73346.jpg,-11.503013,-55.814217,3
55941.jpg,40.772984,41.57887,2
61391.jpg,-1.6988372,5.9917393,4
41732.jpg,-61.716354,8.235228,4
21806.jpg,19.850924,62.70959,2
18797.jpg,12.4060335,-30.797478,1
34376.jpg,53.66579,8.763504,0
12780.jpg,-8.712335,-27.80768,1
18873.jpg,38.58629,-54.606922,3
6151.jpg,-61.52406,34.873375,2
69233.jpg,36.00958,-14.627499,3
30321.jpg,2.8946102,-57.62234,3
65277.jpg,-35.03341,30.402758,4
67928.jpg,45.37217,-65.62777,3
97792.jpg,24.906994,-57.373474,3
37702.jpg,48.813423,-30.113222,3
60182.jpg,37.597317,15.080463,0
76404.jpg,-7.799975,-19.766642,1
97510.jpg,50.97103,6.0494313,0
28118.jpg,10.986501,-30.04371,1
80285.jpg,24.116138,1.1737387,1
5208.jpg,-69.371,7.838582,4
44162.jpg,19.75593,33.0177,0
56756.jpg,-27.985575,-19.514187,4
58449.jpg,-2.895629,-57.420334,3
5738.jpg,45.195312,11.51799,4
32820.jpg,-19.812159,-32.756386,1
84516.jpg,-5.1423717,37.55518,0
9078.jpg,-53.42602,5.6480474,4
10894.jpg,-2.6774483,-58.344193,3
48278.jpg,2.1398652,-19.192919,1
5165.jpg,17.661825,28.02406,0
48621.jpg,19.859331,17.81392,4
70320.jpg,9.637061,57.100903,2
48982.jpg,24.919289,-76.24847,3
60854.jpg,-62.46458,-9.398014,4
87467.jpg,17.634787,21.819765,0
79966.jpg,61.818726,12.095805,0
71923.jpg,-29.037067,-0.15225299,4
19622.jpg,-54.73493,-10.4794235,4
66885.jpg,14.481826,16.684486,0
16896.jpg,-3.2694535,61.998028,2
30362.jpg,43.43076,11.6317625,0
59922.jpg,-3.577445,53.883327,2
44248.jpg,31.267242,51.418484,0
78040.jpg,29.3205,29.72769,0
82146.jpg,12.656942,-57.16074,3
57465.jpg,57.02579,15.599707,0
86733.jpg,22.145487,13.9645,0
80187.jpg,16.94891,-29.841984,1
90621.jpg,26.761427,-9.072602,1
86629.jpg,-48.2178,-16.666098,4
24301.jpg,50.92046,-22.142124,3
16264.jpg,-4.542664,-3.0031593,1
57964.jpg,0.6044505,58.581993,2
51326.jpg,12.175916,8.368138,1
16334.jpg,41.282192,-72.43418,3
69806.jpg,-19.990957,-27.745552,1
51383.jpg,-24.06872,17.41553,4
70428.jpg,16.015705,-15.369709,1
16434.jpg,14.665942,50.74701,0
13283.jpg,-8.370323,-79.451546,3
7657.jpg,51.757393,-33.913395,3
43467.jpg,-1.4396768,-11.185216,1
54930.jpg,-48.627934,-1.3929883,4
10997.jpg,47.144478,-59.169987,3
1182.jpg,-39.199062,55.521004,2
82194.jpg,-15.842516,-68.02039,3
68049.jpg,6.8227334,-84.04778,3
73036.jpg,47.017143,2.0568001,0
8561.jpg,-0.0069465283,22.690105,0
29178.jpg,-22.753946,-32.510204,1
55750.jpg,-22.337076,-4.105752,1
84172.jpg,45.02279,15.727656,0
1061.jpg,10.580815,-17.516592,1
15322.jpg,11.432714,11.610278,4
91995.jpg,8.521069,-56.211388,3
90100.jpg,2.098611,-74.18646,3
28273.jpg,-17.048143,16.298254,4
97373.jpg,-1.7976129,12.9712,4
29076.jpg,48.184208,8.291831,0
29448.jpg,45.28588,15.508578,0
88943.jpg,-8.420133,4.202925,2
61642.jpg,18.43377,-14.572339,1
16490.jpg,32.006775,-35.822006,3
10895.jpg,28.562447,-52.508125,3
90691.jpg,-6.393009,-40.15605,1
98579.jpg,16.647999,-5.637786,0
35186.jpg,27.898476,1.7266442,1
52100.jpg,-0.35119814,36.79616,0
53617.jpg,-7.2681293,28.096737,0
60121.jpg,-25.548462,62.84381,2
16760.jpg,38.919003,42.734432,0
20572.jpg,-2.2963154,68.62826,2
32517.jpg,47.24263,-44.85931,3
36341.jpg,-7.5988154,-66.25314,3
55518.jpg,31.995611,27.418055,0
13561.jpg,45.022392,-45.39008,3
36227.jpg,-4.8548455,54.876816,2
77128.jpg,-1.6504909,-77.38957,3
83422.jpg,45.15282,-35.05731,3
87121.jpg,-56.40253,48.092422,2
6338.jpg,-59.91974,-5.704464,4
36516.jpg,-7.439819,-58.010452,3
57673.jpg,-33.184456,16.503395,4
87462.jpg,20.129318,1.7857122,1
73343.jpg,11.297564,-11.924048,1
42093.jpg,6.5420003,-61.4404,3
81130.jpg,33.87417,-61.730797,3
72122.jpg,1.2075518,-17.783047,1
15410.jpg,10.642502,22.849632,0
87273.jpg,7.268321,-32.314182,1
52953.jpg,-60.370216,48.514633,2
95704.jpg,20.488213,-82.31941,3
28965.jpg,37.262634,-71.121574,3
39785.jpg,-2.2050595,40.16821,2
81249.jpg,-7.4597554,-0.6437016,1
2745.jpg,-2.5257843,-21.981543,1
68955.jpg,47.138504,19.575388,0
69481.jpg,48.671207,5.6630583,0
49405.jpg,29.612362,-67.16468,3
65892.jpg,49.191193,39.433964,0
28971.jpg,52.058384,37.24469,0
16204.jpg,29.516485,17.12628,0
55988.jpg,41.83264,-23.382315,3
33472.jpg,-45.225693,-8.335671,4
26981.jpg,49.18887,4.5549426,0
75091.jpg,15.767394,-66.28745,3
50070.jpg,-13.027427,-65.18516,3
3969.jpg,-43.12653,-29.549242,4
6772.jpg,-24.419523,65.40308,2
9114.jpg,2.2229836,-61.85751,3
987.jpg,4.6190066,-84.158035,3
40404.jpg,-42.299942,15.466262,4
10274.jpg,25.749767,44.11769,0
13870.jpg,42.667778,-77.440384,3
87005.jpg,42.894447,-62.493416,3
36398.jpg,-6.6198435,33.60162,0
11037.jpg,24.07222,-63.377335,3
77009.jpg,44.342537,23.483717,0
46332.jpg,48.917393,-33.92912,3
46357.jpg,12.111869,-12.204756,1
24955.jpg,-5.3113937,-25.666895,1
64868.jpg,1.7544473,2.9909518,1
93100.jpg,-54.081795,-36.595955,4
71753.jpg,-28.698755,61.770447,2
99685.jpg,20.645683,-51.246147,3
66073.jpg,47.229565,5.27605,0
59215.jpg,-8.489864,69.27802,2
56343.jpg,48.013245,-5.14458,0
21557.jpg,-28.805807,1.0591924,4
99479.jpg,-26.973343,33.38396,0
39442.jpg,-47.24169,21.260527,4
64620.jpg,29.765831,-14.261727,1
51513.jpg,19.365463,-29.95378,1
16083.jpg,53.59716,10.893253,0
55347.jpg,-21.003464,-7.966646,1
68578.jpg,28.618202,63.643826,2
18555.jpg,-47.97016,20.43925,4
82719.jpg,18.75648,-26.993147,1
35148.jpg,12.468987,90.14619,2
16992.jpg,-56.34163,34.459595,2
61018.jpg,-56.41478,48.1756,2
10711.jpg,39.282467,-61.269135,3
99159.jpg,39.177353,-21.305624,3
97220.jpg,-11.395208,-33.662357,1
